review_text,rating,date,clean_review,baseline_sentiment,translated_review
"One of the best online wallet, i have being used though it's new there is not much service is added but in future i hope moru team will add more features. Thanks Moru Digital Wallet Team❣️",5,2021-03-15 17:38:35,one of the best online wallet i have being used though its new there is not much service is added but in future i hope moru team will add more features thanks moru digital wallet team,Good,one of the best online wallet i have being used though its new there is not much service is added but in future i hope moru team will add more features thanks moru digital wallet team
Oh thanks for Responding! But your facebook page is not responding!,5,2021-03-15 13:06:03,oh thanks for responding but your facebook page is not responding,Good,oh thanks for responding but your facebook page is not responding
Good service,5,2021-03-15 12:59:08,good service,Good,good service
Still not kyc verified even everything is done hope to done soon,4,2021-03-15 12:52:11,still not kyc verified even everything is done hope to done soon,Good,still not kyc verified even everything is done hope to done soon
Fraud,1,2021-03-15 11:20:16,fraud,Bad,fraud
No moru esewa is best,1,2021-03-15 11:19:38,no moru esewa is best,Bad,no moru esewa is best
Dont use this apl,1,2021-03-15 11:19:03,dont use this apl,Bad,dont use this apl
New wallet of Nepal it's raising up with the good performance,5,2021-03-14 22:09:37,new wallet of nepal its raising up with the good performance,Good,new wallet of nepal its raising up with the good performance
They cheated me I have referd two people but they don't give back refer money,1,2021-03-14 19:52:47,they cheated me i have referd two people but they dont give back refer money,Bad,they cheated me i have referd two people but they dont give back refer money
I m giving 5 star out of 5 because its only beginning. I loved your free bank transfer features. Hope you will make it free for future as well. Giving some interest on wallet will help you get boosted. And don't forget to add more features and daily quiz like khalti.,5,2021-03-14 19:15:47,i m giving star out of because its only beginning i loved your free bank transfer features hope you will make it free for future as well giving some interest on wallet will help you get boosted and dont forget to add more features and daily quiz like khalti,Good,i m giving star out of because its only beginning i loved your free bank transfer features hope you will make it free for future as well giving some interest on wallet will help you get boosted and dont forget to add more features and daily quiz like khalti
Best Digital wallet app,5,2021-03-14 18:54:55,best digital wallet app,Good,best digital wallet app
I refer 6 times and my friends register using my referrals code but i get only 3 times payment why i cannot get other payment,2,2021-03-14 18:44:26,i refer times and my friends register using my referrals code but i get only times payment why i cannot get other payment,Bad,i refer times and my friends register using my referrals code but i get only times payment why i cannot get other payment
Maile share gareko link baata Aru le install garera mero refer code haanera account banaudaa pani mero maa balance aaudain . Kina hola,5,2021-03-14 18:28:13,maile share gareko link baata aru le install garera mero refer code haanera account banaudaa pani mero maa balance aaudain kina hola,Good,Maile Share Greco Link Bata Aru Leh Install Garer Mer Ref Code Hanera Account Bunaud Pani Mer Ma Balance Audine If
I refer but come a money in my account,1,2021-03-14 16:44:39,i refer but come a money in my account,Bad,i refer but come a money in my account
"I have found a bug. Input deyepachi last ko space le error dedo raixa. I think u can fix that. And there is something wrong with refer & earn, coz we didn't earn anything.",3,2021-03-14 12:23:46,i have found a bug input deyepachi last ko space le error dedo raixa i think u can fix that and there is something wrong with refer earn coz we didnt earn anything,Neutral,i have found a bug input deyepachi last ko space le error dedo raixa i think u can fix that and there is something wrong with refer earn coz we didnt earn anything
Worst digital wallet ever experienced,1,2021-03-14 12:17:45,worst digital wallet ever experienced,Bad,worst digital wallet ever experienced
Message(alert) is also important.. overall it is good enough...,4,2021-03-14 11:46:23,messagealert is also important overall it is good enough,Good,messagealert is also important overall it is good enough
All the features are good bt finger print access is not included and alert(message) is also not available.. so i want to suggest to work on that also...,4,2021-03-14 11:42:50,all the features are good bt finger print access is not included and alertmessage is also not available so i want to suggest to work on that also,Good,all the features are good bt finger print access is not included and alertmessage is also not available so i want to suggest to work on that also
bekar app ho reall refer garer kamako poisa vako id nai block gardiyo,1,2021-03-14 10:36:20,bekar app ho reall refer garer kamako poisa vako id nai block gardiyo,Bad,"By referring a useless app, you will earn money by giving the block to others."
I love nepali aaps,5,2021-03-14 09:05:07,i love nepali aaps,Good,i love nepali aaps
refer and earn re muji 10 ota referal gariskiyo ek paisa aako xain ghanta jasto application banayer hunxa? 👎️👎️👎️👎️,1,2021-03-14 08:18:47,refer and earn re muji ota referal gariskiyo ek paisa aako xain ghanta jasto application banayer hunxa,Bad,Refer and earn money by making referral services like San Ghanta like application.
I have not got any rupees when I shared my refer link???,1,2021-03-13 23:02:22,i have not got any rupees when i shared my refer link,Bad,i have not got any rupees when i shared my refer link
Didnt get referal money🤨,1,2021-03-13 22:51:15,didnt get referal money,Bad,didnt get referal money
At first I referred it and earn money but it's doesn't work anymore....so sad 😢,3,2021-03-13 22:33:21,at first i referred it and earn money but its doesnt work anymoreso sad,Neutral,at first i referred it and earn money but its doesnt work anymoreso sad
Best earning and wallet app -Moru,5,2021-03-13 22:10:18,best earning and wallet app moru,Good,best earning and wallet app moru
Best earning and wallet app -Moru,5,2021-03-13 22:10:02,best earning and wallet app moru,Good,best earning and wallet app moru
Best earning and wallet app -Moru,5,2021-03-13 22:09:44,best earning and wallet app moru,Good,best earning and wallet app moru
😍,1,2021-03-13 21:42:02,,Bad,NaN
Stupid application.,1,2021-03-13 21:40:07,stupid application,Bad,stupid application
worst app only say that processing your request😡😡,1,2021-03-13 19:57:30,worst app only say that processing your request,Bad,worst app only say that processing your request
Nice app.. Best of luck..,5,2021-03-13 14:05:44,nice app best of luck,Good,nice app best of luck
😍,5,2021-03-13 13:50:19,,Good,NaN
Verifying of kyc is so late,3,2021-03-13 10:49:07,verifying of kyc is so late,Neutral,verifying of kyc is so late
I really like the app. I would expect broker payment as a next update.,4,2021-03-13 09:57:27,i really like the app i would expect broker payment as a next update,Good,i really like the app i would expect broker payment as a next update
Na ta kyc varna mil6. Your email is invilid van6. Fund upload garda ni Mobile nai hang banayo.,1,2021-03-13 08:19:04,na ta kyc varna mil your email is invilid van fund upload garda ni mobile nai hang banayo,Bad,Na than kik warna mil your email is invalid van fund upload guard ni mobile nai hang banayo
To get regestred its not working. Many Bugs are inside it.,1,2021-03-13 05:27:34,to get regestred its not working many bugs are inside it,Bad,to get regestred its not working many bugs are inside it
Best payment app,5,2021-03-12 21:53:31,best payment app,Good,best payment app
Nice,5,2021-03-12 21:27:44,nice,Good,nice
Really good apps so proud of u,5,2021-03-12 21:06:39,really good apps so proud of u,Good,really good apps so proud of u
Good app,5,2021-03-12 19:49:31,good app,Good,good app
I refer to many people they create the account but balance doesn't come in my account If u fix this bug and return my refer prize Then I will rate 5 star,1,2021-03-12 16:58:26,i refer to many people they create the account but balance doesnt come in my account if u fix this bug and return my refer prize then i will rate star,Bad,i refer to many people they create the account but balance doesnt come in my account if u fix this bug and return my refer prize then i will rate star
Really its very useful app.,5,2021-03-12 11:05:37,really its very useful app,Good,really its very useful app
Thank you😍😍,5,2021-03-12 10:06:06,thank you,Good,thank you
Hey why i cannot download this app whts the problem,1,2021-03-12 08:37:41,hey why i cannot download this app whts the problem,Bad,hey why i cannot download this app whts the problem
अझ सुधारको कदम सहित परिमार्जित रुपमा आओस् शुभकामना ।,5,2021-03-11 14:20:29,अझ सुधारको कदम सहित परिमार्जित रुपमा आओस् शुभकामना ।,Good,May it come in a modified form with more improvement steps. Best wishes.
"यो एप्स मा payeer , paytm , skrill हरु पनि समेट्नु पर्यो हजुर",5,2021-03-11 10:07:10,यो एप्स मा payeer paytm skrill हरु पनि समेट्नु पर्यो हजुर,Good,Payeer paytm skrill should also be included in this app sir
Really good app,5,2021-03-11 07:19:56,really good app,Good,really good app
"Wow!! Awesome app, can be strong competitors for Khalti and Esewa. Good luck Moru Team!!",5,2021-03-10 17:24:03,wow awesome app can be strong competitors for khalti and esewa good luck moru team,Good,wow awesome app can be strong competitors for khalti and esewa good luck moru team
Nice app for refer and earn,5,2021-03-10 17:11:13,nice app for refer and earn,Good,nice app for refer and earn
Don't waste time by using MORU Alwwys error System problem and Refer and earn offer xan khatam Paisa dinna refer gareko khali ko app ho use nagara hai kasaile pani,1,2021-03-10 09:16:32,dont waste time by using moru alwwys error system problem and refer and earn offer xan khatam paisa dinna refer gareko khali ko app ho use nagara hai kasaile pani,Bad,dont waste time by using moru alwys error system problem and refer and earn offer
I installed this app only to get 6rs for my friends and myslef,5,2021-03-09 19:26:33,i installed this app only to get rs for my friends and myslef,Good,i installed this app only to get rs for my friends and myslef
Many errors ... Mainly the transaction history isn't showed properly😵 even after complaining for a month no any solving 🙏,1,2021-03-09 16:30:46,many errors mainly the transaction history isnt showed properly even after complaining for a month no any solving,Bad,many errors mainly the transaction history isnt showed properly even after complaining for a month no any solving
Dami xa,5,2021-03-09 16:04:31,dami xa,Good,about
Moru is the best wallet,5,2021-03-09 13:21:59,moru is the best wallet,Good,moru is the best wallet
very good,5,2021-03-09 09:37:46,very good,Good,very good
I doesn't show where to put refer code 🥺,1,2021-03-09 07:16:50,i doesnt show where to put refer code,Bad,i doesnt show where to put refer code
Thank you so refer and earn is back 💕🔥😊,5,2021-03-09 05:32:39,thank you so refer and earn is back,Good,thank you so refer and earn is back
I rated 5 star because of its all good feature. That good is bank transfer free of charge. And 3% cashback in mobile topup and many more. And add offline service,5,2021-03-07 12:17:21,i rated star because of its all good feature that good is bank transfer free of charge and cashback in mobile topup and many more and add offline service,Good,i rated star because of its all good feature that good is bank transfer free of charge and cashback in mobile topup and many more and add offline service
😠😠this app is not good ncell app give me a 1Gb data this app is not give me 1gb data😠😠i hake your server,1,2021-03-06 19:33:31,this app is not good ncell app give me a gb data this app is not give me gb datai hake your server,Bad,this app is not good ncell app give me a gb data this app is not give me gb datai hake your server
Nice,4,2021-03-05 17:45:56,nice,Good,nice
The aap should add many others features like scan and pay system. Biometric scan system. College fee system specially in Biratnagar area. Cashback in electric bill payments. . . Gift card purchases system. Etc. We will always with you😍,5,2021-03-05 13:17:39,the aap should add many others features like scan and pay system biometric scan system college fee system specially in biratnagar area cashback in electric bill payments gift card purchases system etc we will always with you,Good,the aap should add many others features like scan and pay system biometric scan system college fee system specially in biratnagar area cashback in electric bill payments gift card purchases system etc we will always with you
It's good service.,5,2021-03-03 20:32:43,its good service,Good,its good service
Wow,5,2021-03-03 16:25:37,wow,Good,wow
No auto save account details Only has connections with limited banks mine not included How to add money to my account if you cant connect to it. Very bad highly not recommend,1,2021-03-02 17:43:01,no auto save account details only has connections with limited banks mine not included how to add money to my account if you cant connect to it very bad highly not recommend,Bad,no auto save account details only has connections with limited banks mine not included how to add money to my account if you cant connect to it very bad highly not recommend
Refer code xito add garnu oaryo j🔥🔥🔥,5,2021-03-02 05:06:34,refer code xito add garnu oaryo j,Good,The silk grain is garny.
Set trenscption pin an hour time now.the wallet is emergency not use.,1,2021-02-28 16:20:41,set trenscption pin an hour time nowthe wallet is emergency not use,Bad,set trenscption pin an hour time nowthe wallet is emergency not use
"Well I have tried this app and is good indeed. But needs many features like ""Scan & Pay"", ""Biometric Authentication"", etc. to compete with existing digital wallets. Also, network expansions and services additions is most urgently required to stand by with other companies. #KarmaLive",3,2021-02-25 16:01:06,well i have tried this app and is good indeed but needs many features like scan pay biometric authentication etc to compete with existing digital wallets also network expansions and services additions is most urgently required to stand by with other companies karmalive,Neutral,well i have tried this app and is good indeed but needs many features like scan pay biometric authentication etc to compete with existing digital wallets also network expansions and services additions is most urgently required to stand by with other companies karmalive
Bank transfer is working,5,2021-02-25 08:49:03,bank transfer is working,Good,bank transfer is working
Change the theme and app design. Also you should change the name as well.,1,2021-02-24 23:27:55,change the theme and app design also you should change the name as well,Bad,change the theme and app design also you should change the name as well
Referral code bina account create bhaena... kaha bata lyaunu referral code facebook ko ad dekhera install garna try garya tah milena,5,2021-02-24 17:38:40,referral code bina account create bhaena kaha bata lyaunu referral code facebook ko ad dekhera install garna try garya tah milena,Good,"Create an account without referral code, brother, where can I get the referral code?"
"Free bank transfer, great UI and customer service.",5,2021-02-23 07:30:46,free bank transfer great ui and customer service,Good,free bank transfer great ui and customer service
Balance load bhairahe ko chhaina.,1,2021-02-22 19:54:50,balance load bhairahe ko chhaina,Bad,balance load bhairahe ko chhena
It's avery good apps to use . Nepal is moving to digital payment. Customer support is very good. Always moru representative is ready to support their customer.,5,2021-02-22 18:08:42,its avery good apps to use nepal is moving to digital payment customer support is very good always moru representative is ready to support their customer,Good,its avery good apps to use nepal is moving to digital payment customer support is very good always moru representative is ready to support their customer
Bad app,5,2021-02-21 11:22:51,bad app,Good,bad app
Gods apss,1,2021-02-20 08:58:09,gods apss,Bad,gods apss
Verry nice aaps,5,2021-02-17 19:33:58,verry nice aaps,Good,Very nice each other
Mohit kumar Dangaura,5,2021-02-17 07:39:09,mohit kumar dangaura,Good,Mohit Kumar Dangaura
Earning app pani banunus,1,2021-02-13 15:00:37,earning app pani banunus,Bad,applace
Refer and Earn chai Kati Jana samma ho ?,2,2021-02-10 21:42:15,refer and earn chai kati jana samma ho,Bad,referr and em
Good app. Keep it up.,5,2021-02-10 13:23:48,good app keep it up,Good,good app keep it up
चलाउन को लागी सरल छ । राम्रो लाग्यो । थप सेवा थप्न र निरन्तरता दिनुहोला ।,5,2021-02-07 23:56:48,चलाउन को लागी सरल छ । राम्रो लाग्यो । थप सेवा थप्न र निरन्तरता दिनुहोला ।,Good,It is simple to operate.It felt good.Please continue to add more services.
great,5,2021-02-07 08:06:49,great,Good,great
Good But sometime bank transfer problem,5,2021-02-06 20:28:31,good but sometime bank transfer problem,Good,good but sometime bank transfer problem
What's the problem of this app. Asking for setup everytime transaction pin. Please fix it and update the app with offline session. Disappointed app.,1,2021-02-06 14:49:38,whats the problem of this app asking for setup everytime transaction pin please fix it and update the app with offline session disappointed app,Bad,whats the problem of this app asking for setup everytime transaction pin please fix it and update the app with offline session disappointed app
Nice apk,5,2021-02-05 10:32:19,nice apk,Good,nice apk
Dont down and or use it. Even after setting transaction pin still asks for set new transaction pin.,1,2021-02-05 07:35:42,dont down and or use it even after setting transaction pin still asks for set new transaction pin,Bad,dont down and or use it even after setting transaction pin still asks for set new transaction pin
Bank Transfer is back yes 👍,5,2021-02-03 11:43:44,bank transfer is back yes,Good,bank transfer is back yes
Enable bank transfer ASAP,1,2021-02-02 08:14:40,enable bank transfer asap,Bad,enable bank transfer asap
Enable bank transfer. This is too much. I want to transfer wallet balance to bank,1,2021-02-01 14:29:53,enable bank transfer this is too much i want to transfer wallet balance to bank,Bad,enable bank transfer this is too much i want to transfer wallet balance to bank
Good app . Moru app use garna chai sajilo chha.,5,2021-01-31 15:32:42,good app moru app use garna chai sajilo chha,Good,Good up moru up use garna chai sajil cha
Bank transfer not enabled... But are fooling us in whats new. The main Region to use MORU was free bank transfer. 👎️,1,2021-01-31 09:31:48,bank transfer not enabled but are fooling us in whats new the main region to use moru was free bank transfer,Bad,bank transfer not enabled but are fooling us in whats new the main region to use moru was free bank transfer
My wallet id disable why. Many timr i will tell us my id disable enable plz but team not responsible my request. I have already 1700 money my wallet.,1,2021-01-31 07:37:18,my wallet id disable why many timr i will tell us my id disable enable plz but team not responsible my request i have already money my wallet,Bad,my wallet id disable why many timr i will tell us my id disable enable plz but team not responsible my request i have already money my wallet
Where is bank transfer enabled? It has been so many days. App update says bank transfer enabled but still its not..,1,2021-01-31 05:28:48,where is bank transfer enabled it has been so many days app update says bank transfer enabled but still its not,Bad,where is bank transfer enabled it has been so many days app update says bank transfer enabled but still its not
Good app,5,2021-01-30 20:49:46,good app,Good,good app
"Lots of scope for improvement in Your functions in both Frontend and backend. Frontend ko dherai kaam cha hai. Giving 5 star ⭐ just for your efforts in Nepali market. Esewa lai compete gardai hunuhuncha, alik daami app prastut garnus na. All the best Moru.",5,2021-01-30 20:38:54,lots of scope for improvement in your functions in both frontend and backend frontend ko dherai kaam cha hai giving star just for your efforts in nepali market esewa lai compete gardai hunuhuncha alik daami app prastut garnus na all the best moru,Good,lots of scope for improvement in your functions in both frontend and backend frontend ko dherai kaam cha hai giving star just for your efforts in nepali market esewa lai compete gardai hunuhuncha alik daami app prastut garnus na all the best moru
Amazing app. Very good service,5,2021-01-30 17:43:46,amazing app very good service,Good,amazing app very good service
Worst app . no customer support. Not any options after loading wallet. Never use it,1,2021-01-30 17:15:03,worst app no customer support not any options after loading wallet never use it,Bad,worst app no customer support not any options after loading wallet never use it
Gazzab ko racha tapai ko offer. I like it. Keep it up. Just don't stop bringing such offers. Esewa ko monopoly todna parcha hai.......,5,2021-01-29 22:44:17,gazzab ko racha tapai ko offer i like it keep it up just dont stop bringing such offers esewa ko monopoly todna parcha hai,Good,Write an offer to Gazzaba Ko Rachtapai keep it up just don't stop bringing such offers service is a way to break the monopoly
"I really like the idea of them in penetration of Nepal market, they don't have a single agent in the market. It's the first time Nepali digital wallet working on serving directly to Nepali people rather than pushing them all to agents. Good job 👍.",5,2021-01-29 22:42:36,i really like the idea of them in penetration of nepal market they dont have a single agent in the market its the first time nepali digital wallet working on serving directly to nepali people rather than pushing them all to agents good job,Good,i really like the idea of them in penetration of nepal market they dont have a single agent in the market its the first time nepali digital wallet working on serving directly to nepali people rather than pushing them all to agents good job
"Although this app is new, it has a great potential in Digitalizing Nepal and I believe in this brand. Best of luck",5,2021-01-29 22:39:31,although this app is new it has a great potential in digitalizing nepal and i believe in this brand best of luck,Good,although this app is new it has a great potential in digitalizing nepal and i believe in this brand best of luck
"यो Moru Digital Wallet केहि समयको लागी Bank Transfer को लागी Disable Service भये पनि अझै मलाई यो Wallet प्रति पूर्ण विश्वास छ। आगामी दिनहरुमा यो Moru Digital Wallet ले समस्या रहित कार्य गर्न सकोस्, शुभकामना!!",5,2021-01-29 17:14:22,यो moru digital wallet केहि समयको लागी bank transfer को लागी disable service भये पनि अझै मलाई यो wallet प्रति पूर्ण विश्वास छ। आगामी दिनहरुमा यो moru digital wallet ले समस्या रहित कार्य गर्न सकोस् शुभकामना,Good,"This moru digital wallet has disabled service for bank transfer for some time, but still I have full faith in this wallet.May this moru digital wallet work smoothly in the coming days"
I like this app amazing,5,2021-01-29 14:21:34,i like this app amazing,Good,i like this app amazing
Awesome experience and this app has great potential in Nepal. All the best Moru.,5,2021-01-29 12:09:26,awesome experience and this app has great potential in nepal all the best moru,Good,awesome experience and this app has great potential in nepal all the best moru
Good service,5,2021-01-28 21:29:12,good service,Good,good service
Excellent return bonus...,5,2021-01-28 18:12:18,excellent return bonus,Good,excellent return bonus
nice,1,2021-01-28 11:00:27,nice,Bad,nice
It's good for me,4,2021-01-28 06:18:34,its good for me,Good,its good for me
New service but good customer service I'm empress....❤️❤️❤️,5,2021-01-24 19:34:11,new service but good customer service im empress,Good,new service but good customer service im empress
Useless!,1,2021-01-20 21:58:32,useless,Bad,useless
i have topup 10 rupies in ncell but i have not got any money,4,2021-01-20 14:26:12,i have topup rupies in ncell but i have not got any money,Good,i have topup rupies in ncell but i have not got any money
!!!!!!! Beware!!!!!! This app is a SCAM!! Please dont load money on this app. It will vanish. Do not load money on this app. !!,1,2021-01-19 22:16:42,beware this app is a scam please dont load money on this app it will vanish do not load money on this app,Bad,beware this app is a scam please dont load money on this app it will vanish do not load money on this app
Malai ni thik lagena yo app... free bank transfer vanne ani transfer garda service disabled vanne...,1,2021-01-19 21:48:08,malai ni thik lagena yo app free bank transfer vanne ani transfer garda service disabled vanne,Bad,Malai is not correct and App Free Bank Transfer is disabled. Ani Transfer Guard Service is disabled.
i didnt get refer money,2,2021-01-19 19:59:10,i didnt get refer money,Bad,i didnt get refer money
Best and fastest top up app,5,2021-01-19 19:49:05,best and fastest top up app,Good,best and fastest top up app
Bad interface,1,2021-01-19 17:00:21,bad interface,Bad,bad interface
What is the refral code & how to get it?,1,2021-01-19 12:40:23,what is the refral code how to get it,Bad,what is the refral code how to get it
This app doesn't provide Nabil Bank option so i have gave 1 star rating to this app if you provide me Nabil Bank option than i will give you full star rating.,1,2021-01-18 12:51:46,this app doesnt provide nabil bank option so i have gave star rating to this app if you provide me nabil bank option than i will give you full star rating,Bad,this app doesnt provide nabil bank option so i have gave star rating to this app if you provide me nabil bank option than i will give you full star rating
Gu apps,1,2021-01-16 20:01:39,gu apps,Bad,gu apps
Good,3,2021-01-16 18:14:37,good,Neutral,good
Refer and earn diyena yo app le 1 days ko matra kasto refer ani kyc verify huna 3 din lagxa ....yo app use nagara khoi jana refer and earn diyo matra use garne natra nagarne aba,1,2021-01-16 01:32:20,refer and earn diyena yo app le days ko matra kasto refer ani kyc verify huna din lagxa yo app use nagara khoi jana refer and earn diyo matra use garne natra nagarne aba,Bad,refer and earn diyena yo app le days ko matra kasto refer ani kyc verify huna din lagxa yo app use nagara khoi jana refer and earn diyo matra use garne natra nagarne aba
Bad,5,2021-01-15 22:00:13,bad,Good,bad
Good service.,5,2021-01-15 17:40:08,good service,Good,good service
They didn't verify my kyc. It been 3 day still my kyc isn't verify.,1,2021-01-15 09:46:57,they didnt verify my kyc it been day still my kyc isnt verify,Bad,they didnt verify my kyc it been day still my kyc isnt verify
Saly Demen scammer I even can't sign up,1,2021-01-15 08:56:21,saly demen scammer i even cant sign up,Bad,saly demen scammer i even cant sign up
Good emerging wallet service provider in Nepal.,4,2021-01-15 08:42:55,good emerging wallet service provider in nepal,Good,good emerging wallet service provider in nepal
"Kati dherai ramro application hau. Yo aoo le malai sarai khusj banaucha. Aba top-up ma 3% cashback ra bank transfer pani free nai cha. Malai ta yeti bhaye pugyo. Euta request cha hai offline mode ma pani chalaune banai dinu paryo yo app lai. Babbal chalcha ani. Dherai badhai yo app chalai deko ma, mero desh agadi badhdai cha aba. Kei ta garla hai yo Nepal desh ma pani digital wallet haru le.",5,2021-01-15 08:11:14,kati dherai ramro application hau yo aoo le malai sarai khusj banaucha aba topup ma cashback ra bank transfer pani free nai cha malai ta yeti bhaye pugyo euta request cha hai offline mode ma pani chalaune banai dinu paryo yo app lai babbal chalcha ani dherai badhai yo app chalai deko ma mero desh agadi badhdai cha aba kei ta garla hai yo nepal desh ma pani digital wallet haru le,Good,"Now you can get free cashback by bank transfer, you can get free top up, you can avail offline mode, you can make money in offline mode, you can make daily transactions through this app, you can use the app in my country, you can also get digital wallet in Nepal country."
"One of the best digital wallet I have come across. Hajur haru ko look and feel thik garnus. Sabai kura thik cha aru. La best wishes cha hai. Chittai agadi badhum aru wallet haru lai takkar dinu parns cha. asti samma esewa chalauthe aba Moru chalauchu, ki a bhane 3% cashback cha ya ta.",5,2021-01-15 08:07:48,one of the best digital wallet i have come across hajur haru ko look and feel thik garnus sabai kura thik cha aru la best wishes cha hai chittai agadi badhum aru wallet haru lai takkar dinu parns cha asti samma esewa chalauthe aba moru chalauchu ki a bhane cashback cha ya ta,Good,One of the best digital wallet I have come across today to look and feel the best wishes.
1 din ko refer and earn ko offer kasto ho 1 week samma ta dinu partyo ni sabai manxe varkar start gareko tiye refer garna hjr haru le refer gareko ni paisa dinu bhayena ani tyo ni close vayo xito bhanda xito aaunu paryo refer and earn... Then5 star pauxa,1,2021-01-15 00:53:42,din ko refer and earn ko offer kasto ho week samma ta dinu partyo ni sabai manxe varkar start gareko tiye refer garna hjr haru le refer gareko ni paisa dinu bhayena ani tyo ni close vayo xito bhanda xito aaunu paryo refer and earn then star pauxa,Bad,din ko refer and earn ko offer kasto ho week samma ta dinu partyo ni sabai manxe varkar start gareko tiye refer garna hjr haru le refer gareko ni paisa dinu bhayena ani tyo ni close vayo xito bhanda xito aaunu paryo refer and earn then star pauxa
It doesn't give me refferal of last 2 person,1,2021-01-14 14:12:54,it doesnt give me refferal of last person,Bad,it doesnt give me refferal of last person
A lots of my friends installed the app with my code but I am not getting any refer and earn points after last night .how to resolve it?,3,2021-01-14 10:52:21,a lots of my friends installed the app with my code but i am not getting any refer and earn points after last night how to resolve it,Neutral,a lots of my friends installed the app with my code but i am not getting any refer and earn points after last night how to resolve it
After filling all data correctly kyc form is not verified and i stuck in same page.usless,3,2021-01-14 09:00:06,after filling all data correctly kyc form is not verified and i stuck in same pageusless,Neutral,after filling all data correctly kyc form is not verified and i stuck in same pageusless
Improve In your referral it's not counting my referring,1,2021-01-14 08:52:08,improve in your referral its not counting my referring,Bad,improve in your referral its not counting my referring
Useless and totally fake app I refer many of my friends and family members but it's not counting my referring,1,2021-01-14 08:48:56,useless and totally fake app i refer many of my friends and family members but its not counting my referring,Bad,useless and totally fake app i refer many of my friends and family members but its not counting my referring
It's good app,5,2021-01-14 08:36:13,its good app,Good,its good app
Op app i like more than pubg,5,2021-01-14 01:03:10,op app i like more than pubg,Good,op app i like more than pubg
Nice,5,2021-01-13 23:04:02,nice,Good,nice
Refer and earn is over,1,2021-01-13 22:49:47,refer and earn is over,Bad,refer and earn is over
I love this app but perform slow ... Make it better,5,2021-01-13 19:37:27,i love this app but perform slow make it better,Good,i love this app but perform slow make it better
Nice 👍👍 app,5,2021-01-13 17:18:15,nice app,Good,nice app
Kyc gareypxi 5000 rey kyc ni gareytara 5000 xaina ali maza ayena kita vandai na vannu parney ho 🌹,1,2021-01-13 15:59:20,kyc gareypxi rey kyc ni gareytara xaina ali maza ayena kita vandai na vannu parney ho,Bad,kyc yypxi reyc kkyc skerey ga xaina and the vehicle a kita kita parney ho
This apk facke and time west,1,2021-01-13 11:06:48,this apk facke and time west,Bad,this apk facke and time west
Sahi ho,5,2021-01-12 23:08:35,sahi ho,Good,be right
I send money to my mobile no. But payment isn't coming in my no..,1,2021-01-12 22:19:13,i send money to my mobile no but payment isnt coming in my no,Bad,i send money to my mobile no but payment isnt coming in my no
Very usefull app.,5,2021-01-12 21:18:29,very usefull app,Good,very usefull app
Nice app,5,2021-01-12 20:43:31,nice app,Good,nice app
Worst app ever,1,2021-01-12 15:26:59,worst app ever,Bad,worst app ever
It will be far better if there a fingerprint security is also available and i feel it has a lack of security wise option. Hope next version you will update your app.,4,2021-01-12 15:00:03,it will be far better if there a fingerprint security is also available and i feel it has a lack of security wise option hope next version you will update your app,Good,it will be far better if there a fingerprint security is also available and i feel it has a lack of security wise option hope next version you will update your app
Very nice app,5,2021-01-12 13:43:02,very nice app,Good,very nice app
Good App,5,2021-01-12 08:00:50,good app,Good,good app
Best app for doing online stuff in Nepal,5,2021-01-12 06:06:59,best app for doing online stuff in nepal,Good,best app for doing online stuff in nepal
nice,5,2021-01-11 23:34:28,nice,Good,nice
Nice app for digital transcation.,5,2021-01-11 17:37:11,nice app for digital transcation,Good,nice app for digital transcation
Poor management,5,2021-01-11 09:20:13,poor management,Good,poor management
"Everything is good , amazed with your service but this app has technical errors . Sometimes if we are transferring the money or loading money it creates the problem. Like, we load the money and it don't show the balance in app , we transfer the money it says deducted but couldn't receive money in another platform.. please fix it",4,2021-01-11 07:26:19,everything is good amazed with your service but this app has technical errors sometimes if we are transferring the money or loading money it creates the problem like we load the money and it dont show the balance in app we transfer the money it says deducted but couldnt receive money in another platform please fix it,Good,everything is good amazed with your service but this app has technical errors sometimes if we are transferring the money or loading money it creates the problem like we load the money and it dont show the balance in app we transfer the money it says deducted but couldnt receive money in another platform please fix it
Nice application very good,5,2021-01-11 02:22:33,nice application very good,Good,nice application very good
Wallet ma vayeko paisama intrest dinus,5,2021-01-09 19:31:43,wallet ma vayeko paisama intrest dinus,Good,Weart Angmama intestics in thetority
Mob banking bata load garne option nai aako xaina ajja samman aafno password diyara ko paisa halla yasma hacked ayasi account chito banaunu paryo yasko upaya,3,2021-01-09 12:25:20,mob banking bata load garne option nai aako xaina ajja samman aafno password diyara ko paisa halla yasma hacked ayasi account chito banaunu paryo yasko upaya,Neutral,MOB BANKING BATA LOAD GARANE OPTION nai anko kashayan ajju samman afno password dear ko paisa hallan yasam hacked ayasi account chito banau no paryo yasko paayam
The rising digital currency app for Nepal.,5,2021-01-09 07:49:14,the rising digital currency app for nepal,Good,the rising digital currency app for nepal
"change color combination, create username system. like to send money we dont require receiver number. it can be any username. privacy is what peoples wants.",5,2021-01-08 16:32:40,change color combination create username system like to send money we dont require receiver number it can be any username privacy is what peoples wants,Good,change color combination create username system like to send money we dont require receiver number it can be any username privacy is what peoples wants
