review_text,rating,date,clean_review,baseline_sentiment
It's a good app in the world download this app now,5,2021-03-24 15:10:11,its a good app in the world download this app now,Good
I am confuse about it. What kind of app is this? Can I use this app as income source or to get money daily?,3,2021-03-24 11:32:28,i am confuse about it what kind of app is this can i use this app as income source or to get money daily,Neutral
Fake aap .,1,2021-03-24 09:57:53,fake aap,Bad
I didn't get anything it shows many problems this apps is totally fake..,1,2021-03-24 09:41:57,i didnt get anything it shows many problems this apps is totally fake,Bad
Bonus aauxa vnera thugne ho,1,2021-03-24 09:23:54,bonus aauxa vnera thugne ho,Bad
Good,5,2021-03-24 09:20:13,good,Good
Refer code ko option kin na aako hola,1,2021-03-24 09:08:02,refer code ko option kin na aako hola,Bad
This is really good,5,2021-03-24 08:23:44,this is really good,Good
I uninstalled it doesnt give 1gb data 😐🙄,1,2021-03-24 06:25:44,i uninstalled it doesnt give gb data,Bad
Error causes more irritating 😒.!,1,2021-03-24 06:14:25,error causes more irritating,Bad
Kaila saman lai free ho?? Dedline koila ho ne yesko???..,5,2021-03-23 23:28:42,kaila saman lai free ho dedline koila ho ne yesko,Good
Good,3,2021-03-23 21:57:37,good,Neutral
No place to insert referral code,3,2021-03-23 19:38:25,no place to insert referral code,Neutral
This is not perfect for me,1,2021-03-23 18:49:38,this is not perfect for me,Bad
I was told to refer it to my friends and I could earn. But I didn't get anything.,2,2021-03-23 17:40:33,i was told to refer it to my friends and i could earn but i didnt get anything,Bad
good app ...,5,2021-03-23 17:17:39,good app,Good
Great experiance. need to add more features.,5,2021-03-23 15:44:50,great experiance need to add more features,Good
Great experience,5,2021-03-22 22:11:51,great experience,Good
Its work better,5,2021-03-22 16:58:33,its work better,Good
Yasko future ke ho,4,2021-03-22 15:01:35,yasko future ke ho,Good
😍😍😍😍😍😍,5,2021-03-22 13:05:49,,Good
kunchai autari le refer gareko bapat 20 rupe aauxa vanera dukha gari gari 5 jana lai garna laako paiso aaena😂 paisa dyao ani 5 star dine ho😅,1,2021-03-22 12:40:33,kunchai autari le refer gareko bapat rupe aauxa vanera dukha gari gari jana lai garna laako paiso aaena paisa dyao ani star dine ho,Bad
Its very useful you can earn 500 recharge daily make your life easy😊😊,5,2021-03-22 11:10:34,its very useful you can earn recharge daily make your life easy,Good
This app is really good,5,2021-03-22 10:43:49,this app is really good,Good
bakawas app,1,2021-03-22 07:54:52,bakawas app,Bad
Well i would like to give only one star coz this app is not installed in my device. I tried so many times but it always shows problem,1,2021-03-22 07:08:23,well i would like to give only one star coz this app is not installed in my device i tried so many times but it always shows problem,Bad
Good app for transaction.... and more,5,2021-03-21 15:35:39,good app for transaction and more,Good
Free bank transfer is just aweshome,5,2021-03-21 12:25:18,free bank transfer is just aweshome,Good
Mero ma verify vayko xaina kina hola jankari dinu hola,2,2021-03-21 01:26:34,mero ma verify vayko xaina kina hola jankari dinu hola,Bad
Wow very nice,5,2021-03-20 15:16:37,wow very nice,Good
Good app,5,2021-03-20 09:23:39,good app,Good
"Need more update such as scan,not all internet pay bill available .. But i don't like they say refer and earn but no any earning even after refer great scheme.. Need more updates",1,2021-03-19 22:24:35,need more update such as scannot all internet pay bill available but i dont like they say refer and earn but no any earning even after refer great scheme need more updates,Bad
I heat this app I can't refer to earn,1,2021-03-19 19:02:59,i heat this app i cant refer to earn,Bad
Nice,5,2021-03-19 14:29:10,nice,Good
Thank you so much Moru members Bcoz i love your free 🏦 bank transfer features ...🤗 And plz Don't forget to add more features ... Again thanks 😊😊😊,5,2021-03-19 11:24:05,thank you so much moru members bcoz i love your free bank transfer features and plz dont forget to add more features again thanks,Good
Best app ✅✅,5,2021-03-19 09:22:10,best app,Good
Yubraj magar boy nepali,5,2021-03-18 21:33:13,yubraj magar boy nepali,Good
This is helpful app,5,2021-03-18 21:15:35,this is helpful app,Good
Godod apps,5,2021-03-18 20:41:44,godod apps,Good
"It's nice app, keep some more features and fix the bug",4,2021-03-18 20:12:54,its nice app keep some more features and fix the bug,Good
Good,5,2021-03-17 22:05:57,good,Good
This apk is give free rs 100 thank u,5,2021-03-17 20:14:37,this apk is give free rs thank u,Good
thanks bro,2,2021-03-17 17:01:17,thanks bro,Bad
worst app.. takes a day for approval.. Worst experience,1,2021-03-16 20:50:58,worst app takes a day for approval worst experience,Bad
"My account is disabled, no option for enabling the account. Totally disgusting.",1,2021-03-15 22:43:31,my account is disabled no option for enabling the account totally disgusting,Bad
Good app,5,2021-03-15 19:20:26,good app,Good
"One of the best online wallet, i have being used though it's new there is not much service is added but in future i hope moru team will add more features. Thanks Moru Digital Wallet Team❣️",5,2021-03-15 17:38:35,one of the best online wallet i have being used though its new there is not much service is added but in future i hope moru team will add more features thanks moru digital wallet team,Good
Oh thanks for Responding! But your facebook page is not responding!,5,2021-03-15 13:06:03,oh thanks for responding but your facebook page is not responding,Good
Good service,5,2021-03-15 12:59:08,good service,Good
Still not kyc verified even everything is done hope to done soon,4,2021-03-15 12:52:11,still not kyc verified even everything is done hope to done soon,Good
Fraud,1,2021-03-15 11:20:16,fraud,Bad
No moru esewa is best,1,2021-03-15 11:19:38,no moru esewa is best,Bad
Dont use this apl,1,2021-03-15 11:19:03,dont use this apl,Bad
New wallet of Nepal it's raising up with the good performance,5,2021-03-14 22:09:37,new wallet of nepal its raising up with the good performance,Good
They cheated me I have referd two people but they don't give back refer money,1,2021-03-14 19:52:47,they cheated me i have referd two people but they dont give back refer money,Bad
I m giving 5 star out of 5 because its only beginning. I loved your free bank transfer features. Hope you will make it free for future as well. Giving some interest on wallet will help you get boosted. And don't forget to add more features and daily quiz like khalti.,5,2021-03-14 19:15:47,i m giving star out of because its only beginning i loved your free bank transfer features hope you will make it free for future as well giving some interest on wallet will help you get boosted and dont forget to add more features and daily quiz like khalti,Good
Best Digital wallet app,5,2021-03-14 18:54:55,best digital wallet app,Good
I refer 6 times and my friends register using my referrals code but i get only 3 times payment why i cannot get other payment,2,2021-03-14 18:44:26,i refer times and my friends register using my referrals code but i get only times payment why i cannot get other payment,Bad
Maile share gareko link baata Aru le install garera mero refer code haanera account banaudaa pani mero maa balance aaudain . Kina hola,5,2021-03-14 18:28:13,maile share gareko link baata aru le install garera mero refer code haanera account banaudaa pani mero maa balance aaudain kina hola,Good
I refer but come a money in my account,1,2021-03-14 16:44:39,i refer but come a money in my account,Bad
"I have found a bug. Input deyepachi last ko space le error dedo raixa. I think u can fix that. And there is something wrong with refer & earn, coz we didn't earn anything.",3,2021-03-14 12:23:46,i have found a bug input deyepachi last ko space le error dedo raixa i think u can fix that and there is something wrong with refer earn coz we didnt earn anything,Neutral
Worst digital wallet ever experienced,1,2021-03-14 12:17:45,worst digital wallet ever experienced,Bad
Message(alert) is also important.. overall it is good enough...,4,2021-03-14 11:46:23,messagealert is also important overall it is good enough,Good
All the features are good bt finger print access is not included and alert(message) is also not available.. so i want to suggest to work on that also...,4,2021-03-14 11:42:50,all the features are good bt finger print access is not included and alertmessage is also not available so i want to suggest to work on that also,Good
bekar app ho reall refer garer kamako poisa vako id nai block gardiyo,1,2021-03-14 10:36:20,bekar app ho reall refer garer kamako poisa vako id nai block gardiyo,Bad
I love nepali aaps,5,2021-03-14 09:05:07,i love nepali aaps,Good
refer and earn re muji 10 ota referal gariskiyo ek paisa aako xain ghanta jasto application banayer hunxa? 👎️👎️👎️👎️,1,2021-03-14 08:18:47,refer and earn re muji ota referal gariskiyo ek paisa aako xain ghanta jasto application banayer hunxa,Bad
I have not got any rupees when I shared my refer link???,1,2021-03-13 23:02:22,i have not got any rupees when i shared my refer link,Bad
Didnt get referal money🤨,1,2021-03-13 22:51:15,didnt get referal money,Bad
At first I referred it and earn money but it's doesn't work anymore....so sad 😢,3,2021-03-13 22:33:21,at first i referred it and earn money but its doesnt work anymoreso sad,Neutral
Best earning and wallet app -Moru,5,2021-03-13 22:10:18,best earning and wallet app moru,Good
Best earning and wallet app -Moru,5,2021-03-13 22:10:02,best earning and wallet app moru,Good
Best earning and wallet app -Moru,5,2021-03-13 22:09:44,best earning and wallet app moru,Good
😍,1,2021-03-13 21:42:02,,Bad
Stupid application.,1,2021-03-13 21:40:07,stupid application,Bad
worst app only say that processing your request😡😡,1,2021-03-13 19:57:30,worst app only say that processing your request,Bad
Nice app.. Best of luck..,5,2021-03-13 14:05:44,nice app best of luck,Good
😍,5,2021-03-13 13:50:19,,Good
Verifying of kyc is so late,3,2021-03-13 10:49:07,verifying of kyc is so late,Neutral
I really like the app. I would expect broker payment as a next update.,4,2021-03-13 09:57:27,i really like the app i would expect broker payment as a next update,Good
Na ta kyc varna mil6. Your email is invilid van6. Fund upload garda ni Mobile nai hang banayo.,1,2021-03-13 08:19:04,na ta kyc varna mil your email is invilid van fund upload garda ni mobile nai hang banayo,Bad
To get regestred its not working. Many Bugs are inside it.,1,2021-03-13 05:27:34,to get regestred its not working many bugs are inside it,Bad
Best payment app,5,2021-03-12 21:53:31,best payment app,Good
Nice,5,2021-03-12 21:27:44,nice,Good
Really good apps so proud of u,5,2021-03-12 21:06:39,really good apps so proud of u,Good
Good app,5,2021-03-12 19:49:31,good app,Good
I refer to many people they create the account but balance doesn't come in my account If u fix this bug and return my refer prize Then I will rate 5 star,1,2021-03-12 16:58:26,i refer to many people they create the account but balance doesnt come in my account if u fix this bug and return my refer prize then i will rate star,Bad
Really its very useful app.,5,2021-03-12 11:05:37,really its very useful app,Good
Thank you😍😍,5,2021-03-12 10:06:06,thank you,Good
Hey why i cannot download this app whts the problem,1,2021-03-12 08:37:41,hey why i cannot download this app whts the problem,Bad
अझ सुधारको कदम सहित परिमार्जित रुपमा आओस् शुभकामना ।,5,2021-03-11 14:20:29,अझ सुधारको कदम सहित परिमार्जित रुपमा आओस् शुभकामना ।,Good
"यो एप्स मा payeer , paytm , skrill हरु पनि समेट्नु पर्यो हजुर",5,2021-03-11 10:07:10,यो एप्स मा payeer paytm skrill हरु पनि समेट्नु पर्यो हजुर,Good
Really good app,5,2021-03-11 07:19:56,really good app,Good
"Wow!! Awesome app, can be strong competitors for Khalti and Esewa. Good luck Moru Team!!",5,2021-03-10 17:24:03,wow awesome app can be strong competitors for khalti and esewa good luck moru team,Good
Nice app for refer and earn,5,2021-03-10 17:11:13,nice app for refer and earn,Good
Don't waste time by using MORU Alwwys error System problem and Refer and earn offer xan khatam Paisa dinna refer gareko khali ko app ho use nagara hai kasaile pani,1,2021-03-10 09:16:32,dont waste time by using moru alwwys error system problem and refer and earn offer xan khatam paisa dinna refer gareko khali ko app ho use nagara hai kasaile pani,Bad
I installed this app only to get 6rs for my friends and myslef,5,2021-03-09 19:26:33,i installed this app only to get rs for my friends and myslef,Good
Many errors ... Mainly the transaction history isn't showed properly😵 even after complaining for a month no any solving 🙏,1,2021-03-09 16:30:46,many errors mainly the transaction history isnt showed properly even after complaining for a month no any solving,Bad
Dami xa,5,2021-03-09 16:04:31,dami xa,Good
Moru is the best wallet,5,2021-03-09 13:21:59,moru is the best wallet,Good
very good,5,2021-03-09 09:37:46,very good,Good
I doesn't show where to put refer code 🥺,1,2021-03-09 07:16:50,i doesnt show where to put refer code,Bad
Thank you so refer and earn is back 💕🔥😊,5,2021-03-09 05:32:39,thank you so refer and earn is back,Good
I rated 5 star because of its all good feature. That good is bank transfer free of charge. And 3% cashback in mobile topup and many more. And add offline service,5,2021-03-07 12:17:21,i rated star because of its all good feature that good is bank transfer free of charge and cashback in mobile topup and many more and add offline service,Good
😠😠this app is not good ncell app give me a 1Gb data this app is not give me 1gb data😠😠i hake your server,1,2021-03-06 19:33:31,this app is not good ncell app give me a gb data this app is not give me gb datai hake your server,Bad
Nice,4,2021-03-05 17:45:56,nice,Good
The aap should add many others features like scan and pay system. Biometric scan system. College fee system specially in Biratnagar area. Cashback in electric bill payments. . . Gift card purchases system. Etc. We will always with you😍,5,2021-03-05 13:17:39,the aap should add many others features like scan and pay system biometric scan system college fee system specially in biratnagar area cashback in electric bill payments gift card purchases system etc we will always with you,Good
It's good service.,5,2021-03-03 20:32:43,its good service,Good
Wow,5,2021-03-03 16:25:37,wow,Good
No auto save account details Only has connections with limited banks mine not included How to add money to my account if you cant connect to it. Very bad highly not recommend,1,2021-03-02 17:43:01,no auto save account details only has connections with limited banks mine not included how to add money to my account if you cant connect to it very bad highly not recommend,Bad
Refer code xito add garnu oaryo j🔥🔥🔥,5,2021-03-02 05:06:34,refer code xito add garnu oaryo j,Good
Set trenscption pin an hour time now.the wallet is emergency not use.,1,2021-02-28 16:20:41,set trenscption pin an hour time nowthe wallet is emergency not use,Bad
"Well I have tried this app and is good indeed. But needs many features like ""Scan & Pay"", ""Biometric Authentication"", etc. to compete with existing digital wallets. Also, network expansions and services additions is most urgently required to stand by with other companies. #KarmaLive",3,2021-02-25 16:01:06,well i have tried this app and is good indeed but needs many features like scan pay biometric authentication etc to compete with existing digital wallets also network expansions and services additions is most urgently required to stand by with other companies karmalive,Neutral
Bank transfer is working,5,2021-02-25 08:49:03,bank transfer is working,Good
Change the theme and app design. Also you should change the name as well.,1,2021-02-24 23:27:55,change the theme and app design also you should change the name as well,Bad
Referral code bina account create bhaena... kaha bata lyaunu referral code facebook ko ad dekhera install garna try garya tah milena,5,2021-02-24 17:38:40,referral code bina account create bhaena kaha bata lyaunu referral code facebook ko ad dekhera install garna try garya tah milena,Good
"Free bank transfer, great UI and customer service.",5,2021-02-23 07:30:46,free bank transfer great ui and customer service,Good
Balance load bhairahe ko chhaina.,1,2021-02-22 19:54:50,balance load bhairahe ko chhaina,Bad
It's avery good apps to use . Nepal is moving to digital payment. Customer support is very good. Always moru representative is ready to support their customer.,5,2021-02-22 18:08:42,its avery good apps to use nepal is moving to digital payment customer support is very good always moru representative is ready to support their customer,Good
Bad app,5,2021-02-21 11:22:51,bad app,Good
Gods apss,1,2021-02-20 08:58:09,gods apss,Bad
Verry nice aaps,5,2021-02-17 19:33:58,verry nice aaps,Good
Mohit kumar Dangaura,5,2021-02-17 07:39:09,mohit kumar dangaura,Good
Earning app pani banunus,1,2021-02-13 15:00:37,earning app pani banunus,Bad
Refer and Earn chai Kati Jana samma ho ?,2,2021-02-10 21:42:15,refer and earn chai kati jana samma ho,Bad
Good app. Keep it up.,5,2021-02-10 13:23:48,good app keep it up,Good
चलाउन को लागी सरल छ । राम्रो लाग्यो । थप सेवा थप्न र निरन्तरता दिनुहोला ।,5,2021-02-07 23:56:48,चलाउन को लागी सरल छ । राम्रो लाग्यो । थप सेवा थप्न र निरन्तरता दिनुहोला ।,Good
great,5,2021-02-07 08:06:49,great,Good
Good But sometime bank transfer problem,5,2021-02-06 20:28:31,good but sometime bank transfer problem,Good
What's the problem of this app. Asking for setup everytime transaction pin. Please fix it and update the app with offline session. Disappointed app.,1,2021-02-06 14:49:38,whats the problem of this app asking for setup everytime transaction pin please fix it and update the app with offline session disappointed app,Bad
Nice apk,5,2021-02-05 10:32:19,nice apk,Good
Dont down and or use it. Even after setting transaction pin still asks for set new transaction pin.,1,2021-02-05 07:35:42,dont down and or use it even after setting transaction pin still asks for set new transaction pin,Bad
Bank Transfer is back yes 👍,5,2021-02-03 11:43:44,bank transfer is back yes,Good
Enable bank transfer ASAP,1,2021-02-02 08:14:40,enable bank transfer asap,Bad
Enable bank transfer. This is too much. I want to transfer wallet balance to bank,1,2021-02-01 14:29:53,enable bank transfer this is too much i want to transfer wallet balance to bank,Bad
Good app . Moru app use garna chai sajilo chha.,5,2021-01-31 15:32:42,good app moru app use garna chai sajilo chha,Good
Bank transfer not enabled... But are fooling us in whats new. The main Region to use MORU was free bank transfer. 👎️,1,2021-01-31 09:31:48,bank transfer not enabled but are fooling us in whats new the main region to use moru was free bank transfer,Bad
My wallet id disable why. Many timr i will tell us my id disable enable plz but team not responsible my request. I have already 1700 money my wallet.,1,2021-01-31 07:37:18,my wallet id disable why many timr i will tell us my id disable enable plz but team not responsible my request i have already money my wallet,Bad
Where is bank transfer enabled? It has been so many days. App update says bank transfer enabled but still its not..,1,2021-01-31 05:28:48,where is bank transfer enabled it has been so many days app update says bank transfer enabled but still its not,Bad
Good app,5,2021-01-30 20:49:46,good app,Good
"Lots of scope for improvement in Your functions in both Frontend and backend. Frontend ko dherai kaam cha hai. Giving 5 star ⭐ just for your efforts in Nepali market. Esewa lai compete gardai hunuhuncha, alik daami app prastut garnus na. All the best Moru.",5,2021-01-30 20:38:54,lots of scope for improvement in your functions in both frontend and backend frontend ko dherai kaam cha hai giving star just for your efforts in nepali market esewa lai compete gardai hunuhuncha alik daami app prastut garnus na all the best moru,Good
Amazing app. Very good service,5,2021-01-30 17:43:46,amazing app very good service,Good
Worst app . no customer support. Not any options after loading wallet. Never use it,1,2021-01-30 17:15:03,worst app no customer support not any options after loading wallet never use it,Bad
Gazzab ko racha tapai ko offer. I like it. Keep it up. Just don't stop bringing such offers. Esewa ko monopoly todna parcha hai.......,5,2021-01-29 22:44:17,gazzab ko racha tapai ko offer i like it keep it up just dont stop bringing such offers esewa ko monopoly todna parcha hai,Good
"I really like the idea of them in penetration of Nepal market, they don't have a single agent in the market. It's the first time Nepali digital wallet working on serving directly to Nepali people rather than pushing them all to agents. Good job 👍.",5,2021-01-29 22:42:36,i really like the idea of them in penetration of nepal market they dont have a single agent in the market its the first time nepali digital wallet working on serving directly to nepali people rather than pushing them all to agents good job,Good
"Although this app is new, it has a great potential in Digitalizing Nepal and I believe in this brand. Best of luck",5,2021-01-29 22:39:31,although this app is new it has a great potential in digitalizing nepal and i believe in this brand best of luck,Good
"यो Moru Digital Wallet केहि समयको लागी Bank Transfer को लागी Disable Service भये पनि अझै मलाई यो Wallet प्रति पूर्ण विश्वास छ। आगामी दिनहरुमा यो Moru Digital Wallet ले समस्या रहित कार्य गर्न सकोस्, शुभकामना!!",5,2021-01-29 17:14:22,यो moru digital wallet केहि समयको लागी bank transfer को लागी disable service भये पनि अझै मलाई यो wallet प्रति पूर्ण विश्वास छ। आगामी दिनहरुमा यो moru digital wallet ले समस्या रहित कार्य गर्न सकोस् शुभकामना,Good
I like this app amazing,5,2021-01-29 14:21:34,i like this app amazing,Good
Awesome experience and this app has great potential in Nepal. All the best Moru.,5,2021-01-29 12:09:26,awesome experience and this app has great potential in nepal all the best moru,Good
Good service,5,2021-01-28 21:29:12,good service,Good
Excellent return bonus...,5,2021-01-28 18:12:18,excellent return bonus,Good
nice,1,2021-01-28 11:00:27,nice,Bad
It's good for me,4,2021-01-28 06:18:34,its good for me,Good
New service but good customer service I'm empress....❤️❤️❤️,5,2021-01-24 19:34:11,new service but good customer service im empress,Good
Useless!,1,2021-01-20 21:58:32,useless,Bad
i have topup 10 rupies in ncell but i have not got any money,4,2021-01-20 14:26:12,i have topup rupies in ncell but i have not got any money,Good
!!!!!!! Beware!!!!!! This app is a SCAM!! Please dont load money on this app. It will vanish. Do not load money on this app. !!,1,2021-01-19 22:16:42,beware this app is a scam please dont load money on this app it will vanish do not load money on this app,Bad
Malai ni thik lagena yo app... free bank transfer vanne ani transfer garda service disabled vanne...,1,2021-01-19 21:48:08,malai ni thik lagena yo app free bank transfer vanne ani transfer garda service disabled vanne,Bad
i didnt get refer money,2,2021-01-19 19:59:10,i didnt get refer money,Bad
Best and fastest top up app,5,2021-01-19 19:49:05,best and fastest top up app,Good
Bad interface,1,2021-01-19 17:00:21,bad interface,Bad
What is the refral code & how to get it?,1,2021-01-19 12:40:23,what is the refral code how to get it,Bad
This app doesn't provide Nabil Bank option so i have gave 1 star rating to this app if you provide me Nabil Bank option than i will give you full star rating.,1,2021-01-18 12:51:46,this app doesnt provide nabil bank option so i have gave star rating to this app if you provide me nabil bank option than i will give you full star rating,Bad
Gu apps,1,2021-01-16 20:01:39,gu apps,Bad
Good,3,2021-01-16 18:14:37,good,Neutral
Refer and earn diyena yo app le 1 days ko matra kasto refer ani kyc verify huna 3 din lagxa ....yo app use nagara khoi jana refer and earn diyo matra use garne natra nagarne aba,1,2021-01-16 01:32:20,refer and earn diyena yo app le days ko matra kasto refer ani kyc verify huna din lagxa yo app use nagara khoi jana refer and earn diyo matra use garne natra nagarne aba,Bad
Bad,5,2021-01-15 22:00:13,bad,Good
Good service.,5,2021-01-15 17:40:08,good service,Good
They didn't verify my kyc. It been 3 day still my kyc isn't verify.,1,2021-01-15 09:46:57,they didnt verify my kyc it been day still my kyc isnt verify,Bad
Saly Demen scammer I even can't sign up,1,2021-01-15 08:56:21,saly demen scammer i even cant sign up,Bad
Good emerging wallet service provider in Nepal.,4,2021-01-15 08:42:55,good emerging wallet service provider in nepal,Good
"Kati dherai ramro application hau. Yo aoo le malai sarai khusj banaucha. Aba top-up ma 3% cashback ra bank transfer pani free nai cha. Malai ta yeti bhaye pugyo. Euta request cha hai offline mode ma pani chalaune banai dinu paryo yo app lai. Babbal chalcha ani. Dherai badhai yo app chalai deko ma, mero desh agadi badhdai cha aba. Kei ta garla hai yo Nepal desh ma pani digital wallet haru le.",5,2021-01-15 08:11:14,kati dherai ramro application hau yo aoo le malai sarai khusj banaucha aba topup ma cashback ra bank transfer pani free nai cha malai ta yeti bhaye pugyo euta request cha hai offline mode ma pani chalaune banai dinu paryo yo app lai babbal chalcha ani dherai badhai yo app chalai deko ma mero desh agadi badhdai cha aba kei ta garla hai yo nepal desh ma pani digital wallet haru le,Good
"One of the best digital wallet I have come across. Hajur haru ko look and feel thik garnus. Sabai kura thik cha aru. La best wishes cha hai. Chittai agadi badhum aru wallet haru lai takkar dinu parns cha. asti samma esewa chalauthe aba Moru chalauchu, ki a bhane 3% cashback cha ya ta.",5,2021-01-15 08:07:48,one of the best digital wallet i have come across hajur haru ko look and feel thik garnus sabai kura thik cha aru la best wishes cha hai chittai agadi badhum aru wallet haru lai takkar dinu parns cha asti samma esewa chalauthe aba moru chalauchu ki a bhane cashback cha ya ta,Good
1 din ko refer and earn ko offer kasto ho 1 week samma ta dinu partyo ni sabai manxe varkar start gareko tiye refer garna hjr haru le refer gareko ni paisa dinu bhayena ani tyo ni close vayo xito bhanda xito aaunu paryo refer and earn... Then5 star pauxa,1,2021-01-15 00:53:42,din ko refer and earn ko offer kasto ho week samma ta dinu partyo ni sabai manxe varkar start gareko tiye refer garna hjr haru le refer gareko ni paisa dinu bhayena ani tyo ni close vayo xito bhanda xito aaunu paryo refer and earn then star pauxa,Bad
It doesn't give me refferal of last 2 person,1,2021-01-14 14:12:54,it doesnt give me refferal of last person,Bad
A lots of my friends installed the app with my code but I am not getting any refer and earn points after last night .how to resolve it?,3,2021-01-14 10:52:21,a lots of my friends installed the app with my code but i am not getting any refer and earn points after last night how to resolve it,Neutral
After filling all data correctly kyc form is not verified and i stuck in same page.usless,3,2021-01-14 09:00:06,after filling all data correctly kyc form is not verified and i stuck in same pageusless,Neutral
Improve In your referral it's not counting my referring,1,2021-01-14 08:52:08,improve in your referral its not counting my referring,Bad
Useless and totally fake app I refer many of my friends and family members but it's not counting my referring,1,2021-01-14 08:48:56,useless and totally fake app i refer many of my friends and family members but its not counting my referring,Bad
It's good app,5,2021-01-14 08:36:13,its good app,Good
Op app i like more than pubg,5,2021-01-14 01:03:10,op app i like more than pubg,Good
Nice,5,2021-01-13 23:04:02,nice,Good
Refer and earn is over,1,2021-01-13 22:49:47,refer and earn is over,Bad
I love this app but perform slow ... Make it better,5,2021-01-13 19:37:27,i love this app but perform slow make it better,Good
Nice 👍👍 app,5,2021-01-13 17:18:15,nice app,Good
Kyc gareypxi 5000 rey kyc ni gareytara 5000 xaina ali maza ayena kita vandai na vannu parney ho 🌹,1,2021-01-13 15:59:20,kyc gareypxi rey kyc ni gareytara xaina ali maza ayena kita vandai na vannu parney ho,Bad
This apk facke and time west,1,2021-01-13 11:06:48,this apk facke and time west,Bad
Sahi ho,5,2021-01-12 23:08:35,sahi ho,Good
I send money to my mobile no. But payment isn't coming in my no..,1,2021-01-12 22:19:13,i send money to my mobile no but payment isnt coming in my no,Bad
Very usefull app.,5,2021-01-12 21:18:29,very usefull app,Good
Nice app,5,2021-01-12 20:43:31,nice app,Good
Worst app ever,1,2021-01-12 15:26:59,worst app ever,Bad
It will be far better if there a fingerprint security is also available and i feel it has a lack of security wise option. Hope next version you will update your app.,4,2021-01-12 15:00:03,it will be far better if there a fingerprint security is also available and i feel it has a lack of security wise option hope next version you will update your app,Good
Very nice app,5,2021-01-12 13:43:02,very nice app,Good
Good App,5,2021-01-12 08:00:50,good app,Good
Best app for doing online stuff in Nepal,5,2021-01-12 06:06:59,best app for doing online stuff in nepal,Good
nice,5,2021-01-11 23:34:28,nice,Good
Nice app for digital transcation.,5,2021-01-11 17:37:11,nice app for digital transcation,Good
Poor management,5,2021-01-11 09:20:13,poor management,Good
"Everything is good , amazed with your service but this app has technical errors . Sometimes if we are transferring the money or loading money it creates the problem. Like, we load the money and it don't show the balance in app , we transfer the money it says deducted but couldn't receive money in another platform.. please fix it",4,2021-01-11 07:26:19,everything is good amazed with your service but this app has technical errors sometimes if we are transferring the money or loading money it creates the problem like we load the money and it dont show the balance in app we transfer the money it says deducted but couldnt receive money in another platform please fix it,Good
Nice application very good,5,2021-01-11 02:22:33,nice application very good,Good
Wallet ma vayeko paisama intrest dinus,5,2021-01-09 19:31:43,wallet ma vayeko paisama intrest dinus,Good
Mob banking bata load garne option nai aako xaina ajja samman aafno password diyara ko paisa halla yasma hacked ayasi account chito banaunu paryo yasko upaya,3,2021-01-09 12:25:20,mob banking bata load garne option nai aako xaina ajja samman aafno password diyara ko paisa halla yasma hacked ayasi account chito banaunu paryo yasko upaya,Neutral
The rising digital currency app for Nepal.,5,2021-01-09 07:49:14,the rising digital currency app for nepal,Good
"change color combination, create username system. like to send money we dont require receiver number. it can be any username. privacy is what peoples wants.",5,2021-01-08 16:32:40,change color combination create username system like to send money we dont require receiver number it can be any username privacy is what peoples wants,Good
It doesn't give cash back in internet bill paying.and do not give refer system like esewa or ime pay,1,2021-01-08 15:17:50,it doesnt give cash back in internet bill payingand do not give refer system like esewa or ime pay,Bad
All are good but Its include two problem we need dark them and we Need Game Topup plz Moru developer include that our problem😊,5,2021-01-08 13:47:30,all are good but its include two problem we need dark them and we need game topup plz moru developer include that our problem,Good
How can we contact you ? if any issue problem.,3,2021-01-04 11:19:09,how can we contact you if any issue problem,Neutral
I will rate it 1 because it is useless because my bank account is in nepal bangladesh bank it has no option,1,2021-01-04 10:45:39,i will rate it because it is useless because my bank account is in nepal bangladesh bank it has no option,Bad
Sabai ramro lagyo but IME Corporative Bank ma yesbata kasari paisa pathaune hola.....garho paryo tw,3,2020-12-31 21:32:01,sabai ramro lagyo but ime corporative bank ma yesbata kasari paisa pathaune holagarho paryo tw,Neutral
Electricity ma cashback xa ki nai? If yes how many?,4,2020-12-28 21:59:36,electricity ma cashback xa ki nai if yes how many,Good
Good app,5,2020-12-17 16:48:53,good app,Good
Great app for Nepalese market,5,2020-12-09 19:27:44,great app for nepalese market,Good
3% on top up 🤗🤗🤗,5,2020-12-09 17:50:49,on top up,Good
Baker app,1,2020-12-08 18:08:16,baker app,Bad
Nice app,5,2020-12-01 19:22:11,nice app,Good
Need improvement,4,2020-11-26 12:59:36,need improvement,Good
Good,5,2020-11-25 18:19:17,good,Good
Very user friendly app. Easy to use. Transparant transaction,5,2020-11-25 13:20:41,very user friendly app easy to use transparant transaction,Good
Very good,5,2020-11-21 19:38:06,very good,Good
Please add Ulemapay alsoain the payment system if you want to make popular this,1,2020-11-21 14:36:33,please add ulemapay alsoain the payment system if you want to make popular this,Bad
When are we getting support of visa cards it's good but we also should be able to load funds from our cards,2,2020-11-21 14:24:22,when are we getting support of visa cards its good but we also should be able to load funds from our cards,Bad
I am sure its deserve its come with new idea then other 😊😊,5,2020-11-14 08:56:43,i am sure its deserve its come with new idea then other,Good
